,year,bb_date,rank,song,artist,binary,language,total_words,non_e_words,streams,position,spins,radio_rank
2978,2020,2020-08-01,79,fighting demons,juice wrld,0.0,english,401.0,0.0,3635136.0,37.0,,
2979,2020,2020-08-01,80,more than my hometown,morgan wallen,0.0,english,422.0,0.0,1885008.0,109.0,536.0,194.0
2980,2020,2020-08-01,81,bs,jhene aiko,0.0,english,469.0,0.0,1623842.0,159.0,,
2981,2020,2020-08-01,82,after party,don toliver,0.0,english,458.0,0.0,3560256.0,40.0,815.0,144.0
2982,2020,2020-08-01,83,past life,trevor daniel,0.0,english,356.0,0.0,,,2133.0,60.0
2983,2020,2020-08-01,84,ily,surf mesa,0.0,english,215.0,0.0,2560286.0,74.0,515.0,203.0
2984,2020,2020-08-01,85,girl of my dreams,rod wave,0.0,english,347.0,0.0,,,1246.0,87.0
2985,2020,2020-08-01,86,one beer,hardy,0.0,english,360.0,0.0,1565951.0,172.0,1020.0,111.0
2986,2020,2020-08-01,87,3 headed goat,lil durk,0.0,english,609.0,0.0,2182240.0,92.0,,
2987,2020,2020-08-01,88,does to me,luke combs,0.0,english,384.0,0.0,,,1252.0,85.0
2988,2020,2020-08-01,89,man of the year,juice wrld,0.0,english,272.0,0.0,3839972.0,31.0,,
2989,2020,2020-08-01,90,bang,ajr,0.0,english,362.0,0.0,,,1566.0,65.0
2990,2020,2020-08-01,91,one night standards,ashley mcbryde,0.0,english,286.0,0.0,,,1478.0,68.0
2991,2020,2020-08-01,92,cant die,juice wrld,0.0,english,341.0,0.0,3418596.0,45.0,,
2992,2020,2020-08-01,93,chicago freestyle,drake,0.0,english,564.0,0.0,3416766.0,46.0,,
2993,2020,2020-08-01,94,flex,polo g,0.0,english,552.0,3.0,3446504.0,44.0,,
2994,2020,2020-08-01,95,screw juice,juice wrld,0.0,english,295.0,3.0,3358832.0,48.0,,
2995,2020,2020-08-01,96,dollaz on my head,gunna,0.0,english,704.0,0.0,3480241.0,42.0,392.0,262.0
2996,2020,2020-08-01,97,breaking me,topic,0.0,english,309.0,0.0,2664052.0,69.0,916.0,123.0
2997,2020,2020-08-01,98,enjoy yourself,pop smoke,0.0,english,453.0,143.0,1509730.0,191.0,,
2998,2020,2020-08-01,99,pretty heart,parker mccollum,0.0,english,271.0,0.0,,,1099.0,103.0
2999,2020,2020-08-01,100,the climb back,j cole,0.0,english,975.0,0.0,1507441.0,193.0,,
3000,2020,2020-08-08,1,cardigan,taylor swift,0.0,english,336.0,0.0,15463280.0,1.0,1131.0,99.0
3001,2020,2020-08-08,2,rockstar,dababy,0.0,english,656.0,0.0,10608964.0,12.0,12924.0,1.0
3002,2020,2020-08-08,3,whats poppin,jack harlow,0.0,english,529.0,2.0,10999175.0,17.0,6549.0,21.0
3003,2020,2020-08-08,4,the 1,taylor swift,0.0,english,306.0,0.0,15047184.0,2.0,,
3004,2020,2020-08-08,5,blinding lights,the weeknd,0.0,english,259.0,0.0,5673850.0,24.0,8067.0,2.0
3005,2020,2020-08-08,6,exile,taylor swift,0.0,english,445.0,0.0,14859480.0,3.0,,
3006,2020,2020-08-08,7,watermelon sugar,harry styles,0.0,english,233.0,0.0,5765082.0,23.0,7058.0,3.0
3007,2020,2020-08-08,8,roses,saint jhn,0.0,english,346.0,0.0,4294618.0,38.0,5286.0,9.0
3008,2020,2020-08-08,9,savage,megan thee stallion,0.0,english,410.0,0.0,3236445.0,54.0,1139.0,98.0
3009,2020,2020-08-08,10,savage love,jawsh 685,0.0,english,335.0,0.0,4824043.0,31.0,2429.0,35.0
3010,2020,2020-08-08,11,blueberry faygo,lil mosey,0.0,english,549.0,0.0,5858228.0,22.0,5742.0,6.0
3011,2020,2020-08-08,12,go crazy,chris brown,0.0,english,563.0,0.0,3958174.0,42.0,4725.0,10.0
3012,2020,2020-08-08,13,the last great american dynasty,taylor swift,0.0,english,330.0,0.0,11999399.0,4.0,,
3013,2020,2020-08-08,14,popstar,dj khaled,0.0,english,564.0,0.0,6310455.0,21.0,2156.0,43.0
3014,2020,2020-08-08,15,adore you,harry styles,0.0,english,303.0,0.0,2712636.0,78.0,6712.0,5.0
3015,2020,2020-08-08,16,my tears ricochet,taylor swift,0.0,english,340.0,0.0,11710372.0,5.0,,
3016,2020,2020-08-08,17,come and go,juice wrld,0.0,english,360.0,0.0,8139357.0,16.0,,
3017,2020,2020-08-08,18,i hope,gabby barrett,0.0,english,471.0,0.0,1604442.0,184.0,4713.0,11.0
3018,2020,2020-08-08,19,break my heart,dua lipa,0.0,english,505.0,0.0,2477692.0,96.0,6767.0,4.0
3019,2020,2020-08-08,20,circles,post malone,0.0,english,314.0,0.0,3234900.0,55.0,4311.0,14.0
3020,2020,2020-08-08,21,before you go,lewis capaldi,0.0,english,323.0,0.0,2569284.0,86.0,5466.0,7.0
3021,2020,2020-08-08,22,wishing well,juice wrld,0.0,english,419.0,0.0,8615572.0,13.0,,
3022,2020,2020-08-08,23,august,taylor swift,0.0,english,397.0,0.0,10788321.0,6.0,,
3023,2020,2020-08-08,24,dont start now,dua lipa,0.0,english,278.0,0.0,2340841.0,104.0,4527.0,13.0
3024,2020,2020-08-08,25,one margarita,luke bryan,0.0,english,311.0,3.0,,,2991.0,26.0
3025,2020,2020-08-08,26,mirrorball,taylor swift,0.0,english,256.0,0.0,10150822.0,7.0,,
3026,2020,2020-08-08,27,say so,doja cat,0.0,english,460.0,0.0,1998508.0,128.0,4528.0,12.0
3027,2020,2020-08-08,28,intentions,justin bieber,0.0,english,470.0,0.0,3080126.0,59.0,3615.0,19.0
3028,2020,2020-08-08,29,rain on me,lady gaga,0.0,english,317.0,0.0,3038631.0,60.0,3749.0,18.0
3029,2020,2020-08-08,30,life is good,future,0.0,english,785.0,0.0,2853427.0,74.0,1880.0,48.0
3030,2020,2020-08-08,31,party girl,staysolidrocky,0.0,english,450.0,3.0,6241955.0,36.0,1399.0,72.0
3031,2020,2020-08-08,32,for the night,pop smoke,0.0,english,581.0,0.0,4948004.0,28.0,,
3032,2020,2020-08-08,33,die from a broken heart,maddie and tae,0.0,english,292.0,0.0,1888598.0,136.0,2763.0,32.0
3033,2020,2020-08-08,34,we paid,lil baby,0.0,english,807.0,0.0,4293723.0,39.0,353.0,295.0
3034,2020,2020-08-08,35,seven,taylor swift,0.0,english,218.0,0.0,9865481.0,8.0,,
3035,2020,2020-08-08,36,death bed,powfu,0.0,english,457.0,0.0,3537147.0,47.0,3919.0,31.0
3036,2020,2020-08-08,37,invisible string,taylor swift,0.0,english,302.0,0.0,9622168.0,9.0,,
3037,2020,2020-08-08,38,the woo,pop smoke,0.0,english,548.0,0.0,4948900.0,27.0,1759.0,85.0
3038,2020,2020-08-08,39,this is me trying,taylor swift,0.0,english,259.0,0.0,9327485.0,10.0,,
3039,2020,2020-08-08,40,the bones,maren morris,0.0,english,319.0,0.0,,,2985.0,27.0
3040,2020,2020-08-08,41,hard to forget,sam hunt,0.0,english,410.0,0.0,,,2755.0,33.0
3041,2020,2020-08-08,42,betty,taylor swift,0.0,english,455.0,0.0,8603776.0,14.0,,
3042,2020,2020-08-08,43,bluebird,miranda lambert,0.0,english,308.0,0.0,,,2664.0,34.0
3043,2020,2020-08-08,44,illicit affairs,taylor swift,0.0,english,239.0,0.0,9031244.0,11.0,,
3044,2020,2020-08-08,45,the box,roddy ricch,0.0,english,540.0,3.0,4079708.0,41.0,2411.0,36.0
3045,2020,2020-08-08,46,nobodys love,maroon 5,0.0,english,442.0,0.0,3378587.0,49.0,2162.0,42.0
3046,2020,2020-08-08,47,mad woman,taylor swift,0.0,english,314.0,0.0,8269043.0,15.0,,
3047,2020,2020-08-08,48,falling,trevor daniel,0.0,english,328.0,0.0,4283869.0,89.0,3899.0,16.0
3048,2020,2020-08-08,49,chasin you,morgan wallen,0.0,english,325.0,0.0,2061786.0,123.0,2119.0,44.0
3049,2020,2020-08-08,50,the bigger picture,lil baby,0.0,english,1139.0,0.0,3150843.0,58.0,2930.0,51.0
3050,2020,2020-08-08,51,lion king on ice,j cole,0.0,english,975.0,0.0,4636961.0,32.0,322.0,319.0
3051,2020,2020-08-08,52,the climb back,j cole,0.0,english,975.0,0.0,4597186.0,33.0,,
3052,2020,2020-08-08,53,one big country song,locash,0.0,english,389.0,0.0,,,2846.0,29.0
3053,2020,2020-08-08,54,emotionally scarred,lil baby,0.0,english,735.0,0.0,2052840.0,125.0,3099.0,24.0
3054,2020,2020-08-08,55,greece,dj khaled,0.0,english,461.0,17.0,4206035.0,40.0,371.0,280.0
3055,2020,2020-08-08,56,happy anywhere,blake shelton,0.0,english,241.0,0.0,,,1166.0,94.0
3056,2020,2020-08-08,57,epiphany,taylor swift,0.0,english,171.0,0.0,7588567.0,18.0,,
3057,2020,2020-08-08,58,peace,taylor swift,0.0,english,289.0,0.0,7394448.0,19.0,,
3058,2020,2020-08-08,59,mood swings,pop smoke,0.0,english,617.0,0.0,2677297.0,80.0,,
3059,2020,2020-08-08,60,said sum,moneybagg yo,0.0,english,652.0,0.0,1553201.0,196.0,,
3060,2020,2020-08-08,61,girls in the hood,megan thee stallion,0.0,english,590.0,1.0,2135828.0,120.0,2169.0,41.0
3061,2020,2020-08-08,62,supalonely,benee,0.0,english,391.0,0.0,2419332.0,99.0,3379.0,20.0
3062,2020,2020-08-08,63,un dia one day,j balvin,0.0,english,508.0,222.0,3579493.0,46.0,,
3063,2020,2020-08-08,64,rags2riches,rod wave,0.0,english,289.0,0.0,4881456.0,29.0,,
3064,2020,2020-08-08,65,got what i got,jason aldean,0.0,english,261.0,0.0,,,1513.0,66.0
3065,2020,2020-08-08,66,if the world was ending,jp saxe,0.0,english,464.0,0.0,1911399.0,135.0,3297.0,22.0
3066,2020,2020-08-08,67,be like that,kane brown,0.0,english,440.0,0.0,2306037.0,108.0,1284.0,83.0
3067,2020,2020-08-08,68,done,chris janson,0.0,english,357.0,0.0,,,3016.0,25.0
3068,2020,2020-08-08,69,i love my country,florida georgia line,0.0,english,348.0,0.0,,,2321.0,37.0
3069,2020,2020-08-08,70,walk em down,nle choppa,0.0,english,563.0,1.0,2704557.0,79.0,2728.0,52.0
3070,2020,2020-08-08,71,hoax,taylor swift,0.0,english,239.0,0.0,6549141.0,20.0,,
3071,2020,2020-08-08,72,hate the other side,juice wrld,0.0,english,537.0,0.0,5144672.0,26.0,,
3072,2020,2020-08-08,73,tap in,saweetie,0.0,english,416.0,0.0,2143904.0,117.0,2448.0,55.0
3073,2020,2020-08-08,74,conversations,juice wrld,0.0,english,345.0,0.0,5643398.0,25.0,,
3074,2020,2020-08-08,75,toosie slide,drake,0.0,english,608.0,0.0,3349592.0,52.0,1143.0,97.0
3075,2020,2020-08-08,76,like that,doja cat,0.0,english,435.0,7.0,,,3283.0,23.0
3076,2020,2020-08-08,77,got it on me,pop smoke,0.0,english,443.0,0.0,3281247.0,53.0,,
3077,2020,2020-08-08,78,dollaz on my head,gunna,0.0,english,704.0,0.0,3714679.0,43.0,481.0,217.0
3078,2020,2020-08-08,79,lovin on you,luke combs,0.0,english,222.0,0.0,,,1608.0,64.0
3079,2020,2020-08-08,80,be a light,thomas rhett,0.0,english,273.0,0.0,,,2060.0,46.0
3080,2020,2020-08-08,81,why we drink,justin moore,0.0,english,304.0,0.0,,,2260.0,38.0
3081,2020,2020-08-08,82,lifes a mess,juice wrld,0.0,english,427.0,0.0,4348472.0,37.0,,
3082,2020,2020-08-08,83,one of them girls,lee brice,0.0,english,367.0,0.0,,,1485.0,67.0
3083,2020,2020-08-08,84,cool again,kane brown,0.0,english,287.0,0.0,,,2034.0,47.0
3084,2020,2020-08-08,85,mamacita,black eyed peas,0.0,english,554.0,233.0,1712609.0,162.0,2587.0,50.0
3085,2020,2020-08-08,86,dont rush,young t,0.0,english,635.0,0.0,,,2774.0,30.0
3086,2020,2020-08-08,87,righteous,juice wrld,0.0,english,328.0,0.0,4434616.0,34.0,,
3087,2020,2020-08-08,88,stuck with u,ariana grande,0.0,english,404.0,0.0,2511653.0,93.0,600.0,180.0
3088,2020,2020-08-08,89,god whispered your name,keith urban,0.0,english,288.0,16.0,,,2062.0,45.0
3089,2020,2020-08-08,90,blood on my jeans,juice wrld,0.0,english,432.0,4.0,3690376.0,44.0,,
3090,2020,2020-08-08,91,go,kid laroi,0.0,english,452.0,0.0,4399810.0,35.0,,
3091,2020,2020-08-08,92,more than my hometown,morgan wallen,0.0,english,422.0,0.0,1783750.0,147.0,641.0,173.0
3092,2020,2020-08-08,93,something special,pop smoke,0.0,english,393.0,0.0,1812203.0,145.0,,
3093,2020,2020-08-08,94,need it,migos,0.0,english,841.0,0.0,,,2238.0,39.0
3094,2020,2020-08-08,95,perfect,logic,0.0,english,261.0,1.0,4855425.0,30.0,379.0,277.0
3095,2020,2020-08-08,96,be kind,marshmello,0.0,english,361.0,0.0,2492066.0,94.0,569.0,187.0
3096,2020,2020-08-08,97,bang,ajr,0.0,english,362.0,0.0,,,1621.0,62.0
3097,2020,2020-08-08,98,ily,surf mesa,0.0,english,215.0,0.0,2339752.0,105.0,696.0,160.0
3098,2020,2020-08-08,99,one night standards,ashley mcbryde,0.0,english,286.0,0.0,,,1484.0,68.0
3099,2020,2020-08-08,100,girl of my dreams,rod wave,0.0,english,347.0,0.0,,,1463.0,71.0
3100,2020,2020-08-15,1,watermelon sugar,harry styles,0.0,english,233.0,0.0,5999126.0,9.0,7659.0,3.0
3101,2020,2020-08-15,2,rockstar,dababy,0.0,english,656.0,0.0,10100507.0,1.0,13805.0,1.0
3102,2020,2020-08-15,3,whats poppin,jack harlow,0.0,english,529.0,2.0,10199127.0,7.0,7176.0,17.0
3103,2020,2020-08-15,4,blinding lights,the weeknd,0.0,english,259.0,0.0,5601636.0,11.0,7797.0,2.0
3104,2020,2020-08-15,5,roses,saint jhn,0.0,english,346.0,0.0,4169925.0,26.0,5247.0,8.0
3105,2020,2020-08-15,6,my future,billie eilish,0.0,english,175.0,0.0,8019823.0,2.0,1687.0,62.0
3106,2020,2020-08-15,7,savage love,jawsh 685,0.0,english,335.0,0.0,4816586.0,18.0,2855.0,26.0
3107,2020,2020-08-15,8,cardigan,taylor swift,0.0,english,336.0,0.0,7630081.0,4.0,2025.0,48.0
3108,2020,2020-08-15,9,go crazy,chris brown,0.0,english,563.0,0.0,3961894.0,28.0,4710.0,9.0
3109,2020,2020-08-15,10,blueberry faygo,lil mosey,0.0,english,549.0,0.0,5669660.0,10.0,5681.0,7.0
3110,2020,2020-08-15,11,before you go,lewis capaldi,0.0,english,323.0,0.0,2716115.0,70.0,5985.0,6.0
3111,2020,2020-08-15,12,adore you,harry styles,0.0,english,303.0,0.0,2955888.0,57.0,6532.0,5.0
3112,2020,2020-08-15,13,savage,megan thee stallion,0.0,english,410.0,0.0,4312733.0,63.0,863.0,135.0
3113,2020,2020-08-15,14,break my heart,dua lipa,0.0,english,505.0,0.0,2413421.0,89.0,6577.0,4.0
3114,2020,2020-08-15,15,i hope,gabby barrett,0.0,english,471.0,0.0,1640861.0,163.0,4614.0,10.0
3115,2020,2020-08-15,16,circles,post malone,0.0,english,314.0,0.0,3265175.0,45.0,4054.0,14.0
3116,2020,2020-08-15,17,come and go,juice wrld,0.0,english,360.0,0.0,7304408.0,6.0,,
3117,2020,2020-08-15,18,popstar,dj khaled,0.0,english,564.0,0.0,5099846.0,14.0,2758.0,29.0
3118,2020,2020-08-15,19,move ya hips,asap ferg,0.0,english,508.0,0.0,2988732.0,55.0,,
3119,2020,2020-08-15,20,for the night,pop smoke,0.0,english,581.0,0.0,5204249.0,13.0,,
3120,2020,2020-08-15,21,wishing well,juice wrld,0.0,english,419.0,0.0,7966062.0,3.0,413.0,251.0
3121,2020,2020-08-15,22,dont start now,dua lipa,0.0,english,278.0,0.0,2133104.0,113.0,4413.0,11.0
3122,2020,2020-08-15,23,the 1,taylor swift,0.0,english,306.0,0.0,6784621.0,8.0,,
3123,2020,2020-08-15,24,death bed,powfu,0.0,english,457.0,0.0,3505710.0,40.0,4385.0,39.0
3124,2020,2020-08-15,25,mood swings,pop smoke,0.0,english,617.0,0.0,3919943.0,32.0,,
3125,2020,2020-08-15,26,die from a broken heart,maddie and tae,0.0,english,292.0,0.0,1709530.0,150.0,2932.0,24.0
3126,2020,2020-08-15,27,one margarita,luke bryan,0.0,english,311.0,3.0,,,2847.0,27.0
3127,2020,2020-08-15,28,the bones,maren morris,0.0,english,319.0,0.0,,,2826.0,28.0
3128,2020,2020-08-15,29,life is good,future,0.0,english,785.0,0.0,2796648.0,65.0,1576.0,66.0
3129,2020,2020-08-15,30,the woo,pop smoke,0.0,english,548.0,0.0,4754567.0,19.0,2318.0,65.0
3130,2020,2020-08-15,31,we paid,lil baby,0.0,english,807.0,0.0,4105022.0,27.0,425.0,242.0
3131,2020,2020-08-15,32,intentions,justin bieber,0.0,english,470.0,0.0,2927008.0,59.0,3078.0,22.0
3132,2020,2020-08-15,33,say so,doja cat,0.0,english,460.0,0.0,1911703.0,128.0,4165.0,13.0
3133,2020,2020-08-15,34,party girl,staysolidrocky,0.0,english,450.0,3.0,6041120.0,21.0,1357.0,79.0
3134,2020,2020-08-15,35,rain on me,lady gaga,0.0,english,317.0,0.0,2864771.0,62.0,2560.0,31.0
3135,2020,2020-08-15,36,exile,taylor swift,0.0,english,445.0,0.0,7544931.0,5.0,,
3136,2020,2020-08-15,37,the box,roddy ricch,0.0,english,540.0,3.0,3929302.0,31.0,2082.0,45.0
3137,2020,2020-08-15,38,hard to forget,sam hunt,0.0,english,410.0,0.0,,,2407.0,34.0
3138,2020,2020-08-15,39,chasin you,morgan wallen,0.0,english,325.0,0.0,2079271.0,116.0,2053.0,46.0
3139,2020,2020-08-15,40,bluebird,miranda lambert,0.0,english,308.0,0.0,,,1810.0,52.0
3140,2020,2020-08-15,41,done,chris janson,0.0,english,357.0,0.0,,,3288.0,20.0
3141,2020,2020-08-15,42,the bigger picture,lil baby,0.0,english,1139.0,0.0,2952838.0,58.0,3053.0,49.0
3142,2020,2020-08-15,43,i should probably go to bed,dan and shay,0.0,english,279.0,0.0,2480486.0,81.0,1331.0,83.0
3143,2020,2020-08-15,44,emotionally scarred,lil baby,0.0,english,735.0,0.0,1617096.0,168.0,3005.0,23.0
3144,2020,2020-08-15,45,nobodys love,maroon 5,0.0,english,442.0,0.0,2526958.0,76.0,2358.0,37.0
3145,2020,2020-08-15,46,girls in the hood,megan thee stallion,0.0,english,590.0,1.0,2117091.0,114.0,2377.0,36.0
3146,2020,2020-08-15,47,be like that,kane brown,0.0,english,440.0,0.0,2485229.0,80.0,1418.0,77.0
3147,2020,2020-08-15,48,falling,trevor daniel,0.0,english,328.0,0.0,4289437.0,85.0,2727.0,30.0
3148,2020,2020-08-15,49,supalonely,benee,0.0,english,391.0,0.0,2275354.0,100.0,3496.0,18.0
3149,2020,2020-08-15,50,if the world was ending,jp saxe,0.0,english,464.0,0.0,1927134.0,127.0,3279.0,21.0
3150,2020,2020-08-15,51,got what i got,jason aldean,0.0,english,261.0,0.0,,,1568.0,67.0
3151,2020,2020-08-15,52,said sum,moneybagg yo,0.0,english,652.0,0.0,1524170.0,187.0,,
3152,2020,2020-08-15,53,tap in,saweetie,0.0,english,416.0,0.0,2240808.0,105.0,2569.0,78.0
3153,2020,2020-08-15,54,i love my country,florida georgia line,0.0,english,348.0,0.0,,,2338.0,38.0
3154,2020,2020-08-15,55,rags2riches,rod wave,0.0,english,289.0,0.0,4584892.0,20.0,,
3155,2020,2020-08-15,56,greece,dj khaled,0.0,english,461.0,17.0,3617452.0,38.0,373.0,280.0
3156,2020,2020-08-15,57,like that,doja cat,0.0,english,435.0,7.0,,,3459.0,19.0
3157,2020,2020-08-15,58,why we drink,justin moore,0.0,english,304.0,0.0,,,2386.0,35.0
3158,2020,2020-08-15,59,walk em down,nle choppa,0.0,english,563.0,1.0,2584396.0,73.0,1944.0,81.0
3159,2020,2020-08-15,60,lovin on you,luke combs,0.0,english,222.0,0.0,,,1788.0,53.0
3160,2020,2020-08-15,61,one of them girls,lee brice,0.0,english,367.0,0.0,,,1541.0,70.0
3161,2020,2020-08-15,62,be a light,thomas rhett,0.0,english,273.0,0.0,,,2155.0,42.0
3162,2020,2020-08-15,63,one big country song,locash,0.0,english,389.0,0.0,,,2414.0,33.0
3163,2020,2020-08-15,64,toosie slide,drake,0.0,english,608.0,0.0,3169087.0,48.0,1066.0,108.0
3164,2020,2020-08-15,65,got it on me,pop smoke,0.0,english,443.0,0.0,3691631.0,36.0,,
3165,2020,2020-08-15,66,the last great american dynasty,taylor swift,0.0,english,330.0,0.0,5248065.0,12.0,,
3166,2020,2020-08-15,67,cool again,kane brown,0.0,english,287.0,0.0,,,2173.0,40.0
3167,2020,2020-08-15,68,un dia one day,j balvin,0.0,english,508.0,222.0,3162101.0,49.0,,
3168,2020,2020-08-15,69,my tears ricochet,taylor swift,0.0,english,340.0,0.0,5035592.0,16.0,,
3169,2020,2020-08-15,70,more than my hometown,morgan wallen,0.0,english,422.0,0.0,2246870.0,103.0,718.0,153.0
3170,2020,2020-08-15,71,conversations,juice wrld,0.0,english,345.0,0.0,4964028.0,17.0,,
3171,2020,2020-08-15,72,god whispered your name,keith urban,0.0,english,288.0,16.0,,,2031.0,47.0
3172,2020,2020-08-15,73,august,taylor swift,0.0,english,397.0,0.0,5038177.0,15.0,,
3173,2020,2020-08-15,74,hate the other side,juice wrld,0.0,english,537.0,0.0,4418828.0,23.0,,
3174,2020,2020-08-15,75,mamacita,black eyed peas,0.0,english,554.0,233.0,1595057.0,175.0,2533.0,54.0
3175,2020,2020-08-15,76,dollaz on my head,gunna,0.0,english,704.0,0.0,3564929.0,39.0,562.0,190.0
3176,2020,2020-08-15,77,dont rush,young t,0.0,english,635.0,0.0,,,2542.0,32.0
3177,2020,2020-08-15,78,bang,ajr,0.0,english,362.0,0.0,,,1720.0,57.0
3178,2020,2020-08-15,79,stuck with u,ariana grande,0.0,english,404.0,0.0,2373383.0,94.0,563.0,188.0
3179,2020,2020-08-15,80,something special,pop smoke,0.0,english,393.0,0.0,1799121.0,137.0,,
3180,2020,2020-08-15,81,one night standards,ashley mcbryde,0.0,english,286.0,0.0,,,1546.0,69.0
3181,2020,2020-08-15,82,need it,migos,0.0,english,841.0,0.0,,,2155.0,41.0
3182,2020,2020-08-15,83,righteous,juice wrld,0.0,english,328.0,0.0,3932106.0,30.0,,
3183,2020,2020-08-15,84,lifes a mess,juice wrld,0.0,english,427.0,0.0,3668601.0,37.0,,
3184,2020,2020-08-15,85,invisible string,taylor swift,0.0,english,302.0,0.0,4423873.0,22.0,,
3185,2020,2020-08-15,86,girl of my dreams,rod wave,0.0,english,347.0,0.0,,,1554.0,68.0
3186,2020,2020-08-15,87,ily,surf mesa,0.0,english,215.0,0.0,2222261.0,107.0,521.0,206.0
3187,2020,2020-08-15,88,be kind,marshmello,0.0,english,361.0,0.0,2445759.0,84.0,376.0,272.0
3188,2020,2020-08-15,89,happy anywhere,blake shelton,0.0,english,241.0,0.0,,,899.0,127.0
3189,2020,2020-08-15,90,one beer,hardy,0.0,english,360.0,0.0,,,1168.0,96.0
3190,2020,2020-08-15,91,betty,taylor swift,0.0,english,455.0,0.0,3893854.0,34.0,,
3191,2020,2020-08-15,92,no dribble,dababy,0.0,english,700.0,0.0,1687076.0,154.0,,
3192,2020,2020-08-15,93,mirrorball,taylor swift,0.0,english,256.0,0.0,4238208.0,25.0,,
3193,2020,2020-08-15,94,pretty heart,parker mccollum,0.0,english,271.0,0.0,,,1235.0,91.0
3194,2020,2020-08-15,95,breaking me,topic,0.0,english,309.0,0.0,2372252.0,95.0,1218.0,92.0
3195,2020,2020-08-15,96,blood on my jeans,juice wrld,0.0,english,432.0,4.0,3241438.0,46.0,,
3196,2020,2020-08-15,97,lion king on ice,j cole,0.0,english,975.0,0.0,2420590.0,88.0,608.0,174.0
3197,2020,2020-08-15,98,seven,taylor swift,0.0,english,218.0,0.0,4242519.0,24.0,,
3198,2020,2020-08-15,99,3 headed goat,lil durk,0.0,english,609.0,0.0,2167937.0,108.0,,
3199,2020,2020-08-15,100,after party,don toliver,0.0,english,458.0,0.0,2982811.0,56.0,1061.0,109.0
3200,2020,2020-08-22,1,wap,cardi b,0.0,english,604.0,0.0,17268995.0,1.0,1276.0,87.0
3201,2020,2020-08-22,2,rockstar,dababy,0.0,english,656.0,0.0,9950132.0,3.0,14563.0,1.0
3202,2020,2020-08-22,3,blinding lights,the weeknd,0.0,english,259.0,0.0,5783211.0,9.0,7744.0,2.0
3203,2020,2020-08-22,4,whats poppin,jack harlow,0.0,english,529.0,2.0,9600285.0,6.0,7911.0,15.0
3204,2020,2020-08-22,5,watermelon sugar,harry styles,0.0,english,233.0,0.0,5950325.0,7.0,7716.0,3.0
3205,2020,2020-08-22,6,roses,saint jhn,0.0,english,346.0,0.0,4214678.0,21.0,5062.0,11.0
3206,2020,2020-08-22,7,savage love,jawsh 685,0.0,english,335.0,0.0,4900969.0,14.0,3297.0,20.0
3207,2020,2020-08-22,8,smile,juice wrld,0.0,english,402.0,0.0,9169173.0,2.0,,
3208,2020,2020-08-22,9,go crazy,chris brown,0.0,english,563.0,0.0,4026181.0,23.0,4850.0,9.0
3209,2020,2020-08-22,10,before you go,lewis capaldi,0.0,english,323.0,0.0,2755668.0,62.0,6408.0,6.0
3210,2020,2020-08-22,11,i hope,gabby barrett,0.0,english,471.0,0.0,1631582.0,171.0,4910.0,8.0
3211,2020,2020-08-22,12,rags2riches,rod wave,0.0,english,289.0,0.0,6850100.0,28.0,,
3212,2020,2020-08-22,13,break my heart,dua lipa,0.0,english,505.0,0.0,2493697.0,79.0,6596.0,4.0
3213,2020,2020-08-22,14,adore you,harry styles,0.0,english,303.0,0.0,2927409.0,49.0,6457.0,5.0
3214,2020,2020-08-22,15,circles,post malone,0.0,english,314.0,0.0,3336255.0,34.0,4126.0,12.0
3215,2020,2020-08-22,16,savage,megan thee stallion,0.0,english,410.0,0.0,4703524.0,47.0,484.0,210.0
3216,2020,2020-08-22,17,mood swings,pop smoke,0.0,english,617.0,0.0,5673598.0,10.0,,
3217,2020,2020-08-22,18,come and go,juice wrld,0.0,english,360.0,0.0,7039867.0,5.0,,
3218,2020,2020-08-22,19,blueberry faygo,lil mosey,0.0,english,549.0,0.0,5572333.0,11.0,4733.0,10.0
3219,2020,2020-08-22,20,for the night,pop smoke,0.0,english,581.0,0.0,5884373.0,8.0,,
3220,2020,2020-08-22,21,one margarita,luke bryan,0.0,english,311.0,3.0,2014784.0,119.0,2679.0,29.0
3221,2020,2020-08-22,22,die from a broken heart,maddie and tae,0.0,english,292.0,0.0,1724264.0,153.0,3236.0,21.0
3222,2020,2020-08-22,23,popstar,dj khaled,0.0,english,564.0,0.0,4266273.0,20.0,3062.0,23.0
3223,2020,2020-08-22,24,cardigan,taylor swift,0.0,english,336.0,0.0,5205183.0,13.0,2554.0,32.0
3224,2020,2020-08-22,25,death bed,powfu,0.0,english,457.0,0.0,3593960.0,29.0,4535.0,34.0
3225,2020,2020-08-22,26,dont start now,dua lipa,0.0,english,278.0,0.0,2114244.0,107.0,4055.0,13.0
3226,2020,2020-08-22,27,wishing well,juice wrld,0.0,english,419.0,0.0,7793528.0,4.0,748.0,218.0
3227,2020,2020-08-22,28,the bones,maren morris,0.0,english,319.0,0.0,,,2821.0,27.0
3228,2020,2020-08-22,29,the woo,pop smoke,0.0,english,548.0,0.0,4825020.0,15.0,2883.0,53.0
3229,2020,2020-08-22,30,life is good,future,0.0,english,785.0,0.0,2917265.0,50.0,1352.0,81.0
3230,2020,2020-08-22,31,intentions,justin bieber,0.0,english,470.0,0.0,2858314.0,54.0,2985.0,26.0
3231,2020,2020-08-22,32,we paid,lil baby,0.0,english,807.0,0.0,3818488.0,24.0,462.0,222.0
